Probeset_ID,Symbol,Time,Values,JTKP,JTKQ,JTKperiod,JTKphase,Tissue
10368970,Prdm1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,108.6;123.4;115.2;141.1;123.9;105.6;103.7;104.8;78.7;83.9;85.6;103.7;112.4;100.8;99.8;116.5;125.9;126.9;108.5;97.7;96.8;83.5;98.4;91.1,0.00010815,0.00846999,27.0,23.5,heart
10552740,Nup62,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,512.4;489.8;522.1;532.0;433.6;422.4;360.7;375.6;334.3;348.4;470.2;515.3;463.7;530.7;528.7;564.3;488.9;356.6;343.7;345.6;369.5;343.7;466.0;564.0,0.00010815,0.00846999,22.0,23.0,heart
10361509,Syne1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,556.9;589.1;545.0;545.0;547.8;540.3;466.7;495.1;484.1;501.0;486.8;559.7;522.8;613.3;633.4;569.3;557.9;537.5;535.4;498.5;479.6;498.6;482.4;587.9,0.00010815,0.00846999,26.0,20.0,heart
10471036,Dolpp1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,238.5;233.4;256.8;251.6;231.0;233.5;205.4;209.5;224.6;200.5;230.4;225.0;246.9;269.0;246.7;253.7;230.6;231.0;232.1;228.3;196.2;206.0;227.5;252.9,0.00010815,0.00846999,24.0,22.5,heart
10358666,Hmcn1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,702.5;947.7;680.7;663.5;737.3;746.9;577.0;636.4;527.2;648.5;585.5;667.2;731.0;760.1;771.6;735.6;730.0;694.1;676.1;540.5;572.1;597.6;576.0;677.0,0.000125703,0.00906594,26.0,20.0,heart
10502510,Lmo4,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,505.9;517.1;499.5;467.9;447.4;480.6;422.4;436.6;455.4;437.7;483.2;559.4;468.5;549.0;544.9;503.4;480.7;474.2;392.3;445.4;413.8;395.9;486.8;490.0,0.000125703,0.00906594,28.0,21.0,heart
10441864,Mllt4,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,697.8;679.1;650.4;717.9;672.9;687.5;601.5;637.0;604.1;598.6;642.1;657.2;696.7;714.1;756.3;786.7;699.5;744.0;679.7;633.1;623.2;629.2;625.4;661.8,0.000125703,0.00906594,26.0,22.0,heart
10546370,Grip2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,292.0;236.3;217.3;272.6;221.6;213.3;196.5;195.4;158.5;203.5;217.3;205.0;222.2;252.1;241.3;299.1;222.1;183.1;194.9;196.3;181.3;181.1;194.5;248.7,0.000149447,0.0106275,26.0,21.0,heart
10490894,E2f5,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,128.6;133.2;119.9;131.1;125.5;119.8;113.1;110.8;105.0;109.9;119.7;120.0;118.6;113.8;127.2;139.4;120.2;139.2;114.4;119.6;112.2;119.4;111.2;100.5,0.000173191,0.0115318,28.0,21.0,heart
10396278,Daam1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,1128.6;1210.4;1190.0;1123.5;1116.4;1057.5;929.2;968.5;921.9;1054.4;1058.4;1215.6;1152.5;1079.7;1221.5;1108.4;1167.5;950.2;943.2;981.3;954.9;974.5;1062.7;1207.2,0.000173191,0.0115318,24.0,21.0,heart
10578757,Fbxo8,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,193.7;202.7;178.8;172.6;184.5;181.0;169.0;166.7;161.2;169.5;181.5;175.2;201.7;190.9;198.9;182.0;183.6;132.4;147.6;157.9;130.6;135.5;170.9;188.6,0.000173191,0.0115318,25.0,20.5,heart
10354389,Slc39a10,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,251.1;251.7;200.9;232.8;196.4;181.9;171.5;198.1;171.4;197.0;221.1;236.3;217.2;249.5;271.4;262.7;235.9;192.7;188.7;185.6;179.9;197.4;220.5;218.1,0.000173191,0.0115318,28.0,20.0,heart
10594221,Lrrc49,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,259.5;265.5;259.5;266.6;246.7;243.8;255.9;243.7;228.1;229.9;237.1;264.9;264.0;278.5;287.4;262.5;281.5;242.8;253.7;236.6;243.2;248.9;250.4;251.5,0.000205092,0.0134049,24.0,22.0,heart
10526133,Rabgef1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,270.3;302.0;257.4;263.6;252.3;243.6;230.4;253.3;249.8;247.8;257.6;267.1;274.9;292.9;349.9;291.9;270.3;267.2;243.0;235.6;248.4;263.8;264.7;279.0,0.000205092,0.0134049,28.0,20.0,heart
10478778,Arfgef2,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,922.2;997.7;942.4;1016.3;912.0;903.5;838.3;880.5;822.7;883.1;889.0;963.7;868.7;1026.8;1047.4;961.8;918.9;835.4;842.1;843.9;771.7;793.8;859.8;1041.6,0.000236994,0.0143309,24.0,22.0,heart
10589913,Dync1li1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,1893.1;2043.1;1935.1;2010.4;1937.5;1845.3;1694.4;1790.2;1794.4;1595.7;1799.5;1794.2;1702.3;1893.9;2051.8;1978.6;1974.6;1895.1;1961.4;1784.9;1852.8;1784.7;1688.2;1858.0,0.000236994,0.0143309,26.0,23.0,heart
10449266,Itfg3,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,973.4;995.4;1037.6;1012.9;930.3;957.1;909.8;952.5;900.9;934.0;901.5;1012.2;944.8;1186.0;1186.8;972.7;948.4;926.8;846.9;913.4;916.0;930.4;971.3;964.8,0.000236994,0.0143309,22.0,23.0,heart
10531133,Grsf1,18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64,3493.5;3730.8;3210.3;3186.8;3190.1;3111.9;2904.9;3282.7;3052.9;3280.0;3293.4;3395.6;3529.8;3521.7;3419.3;3517.3;3387.4;3355.9;3202.3;3314.3;3174.4;3188.3;3159.9;3253.3,0.000236994,0.0143309,28.0,21.0,heart
